0,1,2,3,4,5
4,1995528554,Mon Jun 01 13:38:08 PDT 2009,NO_QUERY,LauraPickeringx,@LucasCruikshank No worries. They're just jealous people who don't deserve the respect you're giving them  xxx
0,1957455270,Fri May 29 00:33:18 PDT 2009,NO_QUERY,EmmaaCluniee,Ill in bed my stomach is killing me 
4,1831218586,Sun May 17 18:27:00 PDT 2009,NO_QUERY,Nephratari,@robluketic that was crazy cool 
4,1988872982,Sun May 31 23:37:40 PDT 2009,NO_QUERY,nicole_sea,@thatkuehnelady Totally. 
4,1677795388,Sat May 02 04:01:54 PDT 2009,NO_QUERY,victoriabenge,Feel like im going to pass out? not very good. Might go take a shower and rest for a bit... 
4,1970016882,Sat May 30 02:06:45 PDT 2009,NO_QUERY,Catichka,! am off to eat swiss food! shall be fun   good to spend a night with the boys &gt;&lt; /out
4,2063151952,Sun Jun 07 01:33:34 PDT 2009,NO_QUERY,nicolekoykoy,speechless 
4,1979998886,Sun May 31 05:19:24 PDT 2009,NO_QUERY,spyblogger,@ghourii rules social media 
0,2180059948,Mon Jun 15 09:57:28 PDT 2009,NO_QUERY,mileycyrusssss,http://twitpic.com/7h2nl - I wish you were here @ifyouseekdemi.  i miss you so much 
0,1792441123,Wed May 13 23:08:41 PDT 2009,NO_QUERY,AshGNAR,Head hurts.. 
4,1989082952,Mon Jun 01 00:17:22 PDT 2009,NO_QUERY,chocoshabi,yaaaaaaaaaaaaaaaaaay Miley won!   
0,2054060837,Sat Jun 06 06:27:22 PDT 2009,NO_QUERY,PandaDong,kinda wish I was going to Camp Joy today 
4,2051446602,Fri Jun 05 22:02:32 PDT 2009,NO_QUERY,celinieee,@VogueChic Weee~ Glad you love it  xDD I love it too xDD lolz.
0,1962878877,Fri May 29 11:50:54 PDT 2009,NO_QUERY,acrowe22,@majayy what about me  I miss you too!
0,2187425386,Mon Jun 15 20:15:47 PDT 2009,NO_QUERY,ArchAnngel21,Sighs..... Life is stressful...  Is it even worth living?
0,1974046129,Sat May 30 12:20:01 PDT 2009,NO_QUERY,Drake250,"It is hot out. Just as i hopped it would NOT be, just my luck "
4,2060438873,Sat Jun 06 18:54:30 PDT 2009,NO_QUERY,Karabeth2,Hey!  It worked.   Guess an old dog can learn a few new tricks.  (Experiment complete!)  
0,1898397987,Sat May 23 18:05:13 PDT 2009,NO_QUERY,artistiquemeg,Showered and fresh...homework? 
4,1754006999,Sun May 10 04:32:55 PDT 2009,NO_QUERY,vicmack123,I eat a pear lovely pear 
4,1685776912,Sun May 03 02:01:26 PDT 2009,NO_QUERY,esaweesa,@TheEllenShow can i just say that you're the funniest person ever! 
4,1982399694,Sun May 31 11:07:52 PDT 2009,NO_QUERY,weiseldog,@goddessgreeneye why thank you!..i wish someone else would say that  your beautiful to my kitten..
4,1751288239,Sat May 09 19:06:00 PDT 2009,NO_QUERY,HLoser,seeing Star Trek tonight! Super stoked. 
0,2248336661,Fri Jun 19 20:27:53 PDT 2009,NO_QUERY,ebzworldwide,its 11 30 and i jus started cleaning my room .. let's see wat tyme i finish this project  SMH
4,1678944300,Sat May 02 08:08:15 PDT 2009,NO_QUERY,jennyvonhelms,"@christyheins My mom is a fan, so Neil was part of my childhood. At work I listen to more 80s  "
4,2180847944,Mon Jun 15 11:01:35 PDT 2009,NO_QUERY,touchnote,@lullyweb ahem... cough cough...! 
0,2241288436,Fri Jun 19 10:46:08 PDT 2009,NO_QUERY,seapigeon,"On Calmac ferry Loch Shira to Cumbrae, weather looking a bit iffy "
0,1979231275,Sun May 31 02:10:02 PDT 2009,NO_QUERY,thepetshopboy,@AlanaJoy me thinks you're having WAY more fun then i am tonite...lol  i'm craving fred 62's pop tarts right now 
0,2050352741,Fri Jun 05 18:31:02 PDT 2009,NO_QUERY,comascape,Just a warning to everyone - Natural Ice is in no way a stand-in for Bud Ice - Even though they are from the same brewery. 
4,1835043583,Mon May 18 04:59:02 PDT 2009,NO_QUERY,andrewdearling,@hotpatooties i came back 
4,1986092769,Sun May 31 18:18:39 PDT 2009,NO_QUERY,badgehungry,@seejaykaygee 32? impressive! i think i lost steam around 15. i'm flighty like that 
4,2191791097,Tue Jun 16 05:58:42 PDT 2009,NO_QUERY,pastries101,"Thinking about heading off to the mall today,afterwards maybe practice some tricks on my skateboard and crank up some tunes on my guitar "
4,2185146955,Mon Jun 15 16:57:24 PDT 2009,NO_QUERY,sadiiiefidget,@niiicolebby rly? do i even wanna look? http://www.purevolume.com/heymonday/photos/2826832 that'll make you feel better 
4,2000602928,Mon Jun 01 22:29:50 PDT 2009,NO_QUERY,Shopping_SF,Freebie: Keep healthy with a free Kellogg's All-Bran pack: http://short.to/1cp2 Follow me for your Twitter freebies! 
4,1933083469,Tue May 26 22:57:18 PDT 2009,NO_QUERY,ryanlrussell,"@hellnbak So the religions all agree on something, but not you, eh? "
4,1554138925,Sat Apr 18 16:10:28 PDT 2009,NO_QUERY,sdgordon,going for a run on this beautiful day 
4,1989307870,Mon Jun 01 01:04:05 PDT 2009,NO_QUERY,robocallaghan,@rebeccacaroe maybe we need a #tuttle seed/plant swap section to get others growing their own 
0,1835771886,Mon May 18 06:43:05 PDT 2009,NO_QUERY,tyllyn,Why do I have &quot;Freshmen&quot; stuck in my head? 
4,1967605175,Fri May 29 19:53:13 PDT 2009,NO_QUERY,allxclubglobal,Awesome group  http://bit.ly/s7D91 Repost this tweet for me Please!!!;
0,2249264549,Fri Jun 19 22:00:48 PDT 2009,NO_QUERY,hizzyv,yo ma bff iis too fukn funny when she drunk... lol home early.. sad he'z gotta work niights.. 
0,1793932673,Thu May 14 04:27:29 PDT 2009,NO_QUERY,le_aimee,no one will hire me 
0,1933159357,Tue May 26 23:09:04 PDT 2009,NO_QUERY,KTkitten712,Was @ work for entirely too long. Home now and about to go to sleep. Tomorrow I repeat  Sleeeeeeep ti- ...... ZzzzzZzZzzzZzzzz
0,2013587180,Tue Jun 02 23:02:45 PDT 2009,NO_QUERY,DiamondFarah,cant fucking sleeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeep 
0,2303333990,Tue Jun 23 18:02:49 PDT 2009,NO_QUERY,ericwmiller,"@BurghRealtor I called animal control, but when they came, the dog was gone. The fish were still there. "
0,2226080153,Thu Jun 18 11:30:27 PDT 2009,NO_QUERY,jerrybruno,"@repcor I signed up and wanted to do #IMU but hate real player, plus you have to pay for it eventually. I couldn't even download it "
0,1990361085,Mon Jun 01 04:39:26 PDT 2009,NO_QUERY,mizz_ladii_b,"Good Morning twits !â¦ off to work,cabbin it this morning,couldn't get outta bed. Today will be a crazy day @ work for me "
0,1469440631,Tue Apr 07 06:23:25 PDT 2009,NO_QUERY,ronaldmason,It's snowing again in Montreal 
4,2056593160,Sat Jun 06 11:25:47 PDT 2009,NO_QUERY,byKel,@sarahssnow ohhh thanks! 
4,1684765294,Sat May 02 21:59:03 PDT 2009,NO_QUERY,leabella,Joe Penny Ebay Auction for Wounded Warrior Project begins today ~~~ Good Luck and also Watch him on Cold Case again Tonight 
0,2052969239,Sat Jun 06 02:44:57 PDT 2009,NO_QUERY,thomasroe24,well since cricket is off i might aswell do some work 
4,2180376313,Mon Jun 15 10:23:12 PDT 2009,NO_QUERY,ashfarley,yay. i found the super mega cutie from icarly's iDate  a bad boy.. and from Hannahmontana on the new jake ryan episode. Drew Roy. 
0,1793045726,Thu May 14 01:10:01 PDT 2009,NO_QUERY,da_philler,"few overslept so i guess that means no dynamic web (class starts in 30 mins and its 1h drive) too bad, really didn't wanna miss it "
0,2286388005,Mon Jun 22 16:22:44 PDT 2009,NO_QUERY,16_MileyCyrus,@Sargent_layne I would but it wont let me on my phone! 
4,1977704254,Sat May 30 21:31:27 PDT 2009,NO_QUERY,bethanynicole,@JLinzG24 wake up wifey. 
0,2193880696,Tue Jun 16 09:03:12 PDT 2009,NO_QUERY,sev215,@Phee78 wish there was something i could say to make u feel better 
4,2175966001,Mon Jun 15 02:31:15 PDT 2009,NO_QUERY,Zadi,@DannyTRS - It was great ghost hunting w/ you guys too! Next get-together must be less ghostly... that way we're not all distracted. 
0,2299158575,Tue Jun 23 12:34:29 PDT 2009,NO_QUERY,Megg_Megg,I little bored todayy  ... Why cant summer come faster  .. 3 more weeks at school Thats it ....
0,2236238722,Fri Jun 19 03:11:35 PDT 2009,NO_QUERY,kynieee,"been away from skewl 4 a week i bet no one has noticed, sick of being a nobody. "
0,1968070885,Fri May 29 20:42:22 PDT 2009,NO_QUERY,tulikaHEYY,dead dead hair 
4,1973054733,Sat May 30 10:23:37 PDT 2009,NO_QUERY,CamiiJonas,"I lOvE PaRaNoiD!!   I lOvE Fly WiTh Me!!   I lOvE liNeS, ViNeS aNd TrYiNg Times!!  I lOvE jOnAs BrOtHeRs!!"
4,2186483516,Mon Jun 15 18:54:21 PDT 2009,NO_QUERY,amber_guesa,Add my tweet!  twitter.com/amber_guesa
4,1881752209,Fri May 22 05:28:33 PDT 2009,NO_QUERY,BellainRosa,TGIF!! Happy Friday and Happy Labor Day wknd. Be safe. 
0,1833912085,Mon May 18 00:54:53 PDT 2009,NO_QUERY,therealpickler,awwh man...I got the dang hiccups AGAIN! 
4,2055026553,Sat Jun 06 08:33:24 PDT 2009,NO_QUERY,Iamhollyywood,@ParisMorton Whooooooooooooooooooo hoooooooooooooooooooo La iis effiiN awesome icant waiit tiill ii go 
4,1989506668,Mon Jun 01 01:47:59 PDT 2009,NO_QUERY,denisereg,"@katwhite_ Sounds great Kat, doubt if I can make the opening but will get down to see it. (Melb is four hours from here).  Gallery name? "
4,2049245162,Fri Jun 05 16:32:48 PDT 2009,NO_QUERY,kelzone,"dear pacific day, won't you take me away?     last weekend before summer vacation "
0,2284142984,Mon Jun 22 13:31:02 PDT 2009,NO_QUERY,MyAppleStuff,@redrawsounds ouch didn't think it was that bad 
4,1973878760,Sat May 30 12:00:39 PDT 2009,NO_QUERY,TahnBahn,"Resting at home today, then Zone 45 "
4,2187992106,Mon Jun 15 21:07:28 PDT 2009,NO_QUERY,jessqtpie,@mrskeith7 http://twitpic.com/7iqwi - ugh so lucky!! Tell shan to bring me back one in her purse jk 
0,2052745338,Sat Jun 06 01:51:34 PDT 2009,NO_QUERY,weshigh,http://tinyurl.com/pta8wk  Taco Zone Arson. My heart weighs heavy tonight. 
0,1834133718,Mon May 18 01:45:30 PDT 2009,NO_QUERY,rosebiggin,"@bobbyllew I have a three hour exam on shakespeare tomorrow  who doesn't hate this time of the year, if you don't have exams your kids do!"
4,1962515989,Fri May 29 11:09:56 PDT 2009,NO_QUERY,huffnheather,Enjoyed lunch at Olive Garden!! Headed to try to accoplish my ever growing to do list!! 
0,1792131523,Wed May 13 22:12:52 PDT 2009,NO_QUERY,sweetnhonest,I can't find the roses anymore. That is messed up 
0,2183964061,Mon Jun 15 15:13:37 PDT 2009,NO_QUERY,maelorraine,oh no!! dominick's fish died  ~mae~
0,2061080362,Sat Jun 06 20:08:23 PDT 2009,NO_QUERY,MiriamCheah,Sorry for not waiting @valjimenez and @mialuna1 i can't keep my eyes open anymore haha its 4.15am already  tweet you tomorrow! Xxx
0,2066986650,Sun Jun 07 11:32:23 PDT 2009,NO_QUERY,jaykay35,About to get some much needed rest b4 my pooh comes back home to me...I miss her 
4,1932511312,Tue May 26 21:37:01 PDT 2009,NO_QUERY,jessesiphone,@Bubbles86 fun.. sometimes neighbor fights are better than tv 
0,1833616769,Sun May 17 23:52:26 PDT 2009,NO_QUERY,ifenn,@dszuc @martinpolley The increased popularity of the mac does mean that the risk of viruses/spyware has increased... 
0,1990542778,Mon Jun 01 05:08:33 PDT 2009,NO_QUERY,ajlanghorn,@jonnyyiasoumis We're screwed for Politics... we really are 
0,2258744718,Sat Jun 20 16:25:39 PDT 2009,NO_QUERY,toddschreiner,Still rockin it out at The Alive Festival. Last day...  I think Elijah is into the music.  http://twitpic.com/7ya37
0,2221770770,Thu Jun 18 05:58:41 PDT 2009,NO_QUERY,janaebreanna,@StephenDoll hey mister. long time no see. i miss you and the other boys. 
0,1956706759,Thu May 28 22:29:26 PDT 2009,NO_QUERY,sarahseattle,i think its time to go sleep the dayy off...my lips hurt really bad from sunflower seeds 
4,2065905301,Sun Jun 07 09:31:11 PDT 2009,NO_QUERY,tweeteradder4,@dollarbillwill Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
4,1933044659,Tue May 26 22:51:13 PDT 2009,NO_QUERY,imsoapee,Family bathroom at the theater has a toilet and a minitoilet. ï¿½ber cuteness. &amp; matching sink with minisink.  http://twitpic.com/61g7t
0,2056437026,Sat Jun 06 11:08:32 PDT 2009,NO_QUERY,diederikdierick,@sayheycyrus *jealous*   she's my favourite star 
4,1574047684,Tue Apr 21 04:02:01 PDT 2009,NO_QUERY,jessicastrust,@annamacmartin Hi and welcome to twitter 
0,2322993132,Wed Jun 24 23:41:27 PDT 2009,NO_QUERY,lili_marie,@victorQUEST but unfortunately I was unable to see Quest. 
4,1980605520,Sun May 31 07:12:00 PDT 2009,NO_QUERY,PaulEnding,Leaving for our show soon; it's gonna be bitchin 
4,1834688490,Mon May 18 03:52:12 PDT 2009,NO_QUERY,ashalynd,"@somesheep no, that is my suggestion "
0,2191014718,Tue Jun 16 04:18:53 PDT 2009,NO_QUERY,hell_en26,looks like I will be going to work tomorrow - I didnt win the 40 million 
0,1982709328,Sun May 31 11:44:53 PDT 2009,NO_QUERY,alickshiu,Watching pokemon and hungry 
4,1551908618,Sat Apr 18 10:17:11 PDT 2009,NO_QUERY,mrjaredjames,&quot;A watched pot never boils.&quot; Does anyone else see the significance of that phrase? We must trust and let go. Very important.  PEACE 
0,2198653190,Tue Jun 16 16:22:46 PDT 2009,NO_QUERY,anniekfox,"Ugh, today. "
4,2052745602,Sat Jun 06 01:51:39 PDT 2009,NO_QUERY,toosweet4rnr,[Altered Images â Happy Birthday] thank you @curatEar!  &quot;@toosweet4rnr..felicidades&quot; â« http://blip.fm/~7qdw4
0,1827428125,Sun May 17 10:41:22 PDT 2009,NO_QUERY,TyStyk,@KuddleBug I wish I was going with 
0,2249332428,Fri Jun 19 22:08:07 PDT 2009,NO_QUERY,univofmiss,Sad that I can only tweet to my friend Twitter... 
0,2256044768,Sat Jun 20 12:10:39 PDT 2009,NO_QUERY,guerra6726,i'm trying this white teeth strips and omg it made my teeth so sensitive and i cant talkkkk or they'll fall out 
4,1833801048,Mon May 18 00:30:27 PDT 2009,NO_QUERY,jakeashley,@mynameislloyd awh dude! the best is yet to come 
4,2176313942,Mon Jun 15 03:31:47 PDT 2009,NO_QUERY,niciscotine,@abcastil Laaaaaave it!  Haha. Srsly. Sure didn't miss any. :&gt;
0,2295374705,Tue Jun 23 07:50:45 PDT 2009,NO_QUERY,aybuuue,"aybuuueTomorrow, 11pm: driving to Berlin; Thursday, 4am: flying over to Turkey...exiteeeeeed although I'm sad 'cause I'll miss The Chicks "
4,1993623238,Mon Jun 01 10:40:27 PDT 2009,NO_QUERY,ffluxx,Trouble Funk - Pump Me Up ---- dinner time 4 me .... Thank you everybody! see u in a blip!  â« http://blip.fm/~7ftd2
0,2049467695,Fri Jun 05 16:56:00 PDT 2009,NO_QUERY,Sociologian,"@wordnerdy Aw, but you're there!  And I miss my old yard  http://twitpic.com/6pgkp"
4,1970691424,Sat May 30 04:51:49 PDT 2009,NO_QUERY,SophiaS_,I watched Sonny with a chance and Camp Rock 
0,1573013271,Mon Apr 20 23:22:49 PDT 2009,NO_QUERY,Kayleigh888,Omg I Have A Cooking Exam 2morrow 
0,2288723197,Mon Jun 22 19:32:00 PDT 2009,NO_QUERY,LydiaaEliz,I missed Secret Life 
4,1881385391,Fri May 22 04:30:33 PDT 2009,NO_QUERY,nadhirarchangel,"@archuletacrush yes I already approve you ,thank you  btw d'you have any david cook twitter account?"
4,1933201896,Tue May 26 23:15:46 PDT 2009,NO_QUERY,daylight_dancer,@boku90 check my blogspot! you'll find a surprise 
4,2011056460,Tue Jun 02 18:24:30 PDT 2009,NO_QUERY,l0velylilyy,with @araxshah . partyin' ! 
0,2195039348,Tue Jun 16 10:35:47 PDT 2009,NO_QUERY,annief1,"@bellavventura Oh yes they are totally right on that one.....they are not all that good,  are veg tastes nothing like it does in Italy "
0,2227103638,Thu Jun 18 12:46:51 PDT 2009,NO_QUERY,xengab,"reminder that when writing, it helps to remember to add to your online updates everyday. Mine are at home, no writing at lunch "
4,2175360258,Mon Jun 15 00:46:16 PDT 2009,NO_QUERY,Cilicia_Teal,@deejayduane thanks my dear!! N happy birthday to uuuuuu by the way  see ya friday
4,1996554699,Mon Jun 01 15:16:54 PDT 2009,NO_QUERY,Livegen,"#EA on #E3 : Pchhhh Luke pccchhhh, I'm your dad... pchhhh. Ok, it's Star Wars Old Republic now with online mode. Come to the dark side "
0,2186001545,Mon Jun 15 18:12:53 PDT 2009,NO_QUERY,ayaueda,It is raining outside... I hate when it rains...! 
0,2060894987,Sat Jun 06 19:47:12 PDT 2009,NO_QUERY,IAMTROPHY,lol @HauteFuss cant now I aint home. when i am home you no on 
4,1978197368,Sat May 30 22:41:17 PDT 2009,NO_QUERY,Fly11,"@AnointedPromise lol, i hear ya! Gotta purchase mine tomorrow, jus lemme know mama "
0,1968448677,Fri May 29 21:27:36 PDT 2009,NO_QUERY,erinstanley,doesn't feel too well! 
0,2181049290,Mon Jun 15 11:17:51 PDT 2009,NO_QUERY,Ruigebart,@eingrad And missed it again...    but thanks for the extra code...
0,2263965986,Sun Jun 21 02:21:09 PDT 2009,NO_QUERY,richardgomer,New firefox add-ons site is ugly 
4,1986667221,Sun May 31 19:09:18 PDT 2009,NO_QUERY,KatlynMichaels,I cry when Miley wins awards! I hope God gives me the chance to meet her 
0,2053862253,Sat Jun 06 05:55:30 PDT 2009,NO_QUERY,basvodde,@YvesHanoulle Is what easy? Missed what you responded to 
0,2258869474,Sat Jun 20 16:37:57 PDT 2009,NO_QUERY,Sha_Ron,@nailah LOL. Rarely hear from you and when I do? A threat!  LOL.
0,2205758044,Wed Jun 17 05:23:11 PDT 2009,NO_QUERY,MandinaM,@ben_simpson working  best get back to it actually... will text  x x enjoy your afternoon lovely x x
0,2327109581,Thu Jun 25 07:55:55 PDT 2009,NO_QUERY,Sophie_Texeira,i am not that was my sister keana that said i was wearing a thong i swair 
4,2174378708,Sun Jun 14 22:25:46 PDT 2009,NO_QUERY,drsigne,@maxenterprises Wish your son a 4-week-old Happy Birthday/Anniversary for me. How soon were you planning on getting some more sleep? 
0,2298213205,Tue Jun 23 11:23:50 PDT 2009,NO_QUERY,jesserz,"Ugh after drinking soy milk for so long, regular milk tastes like cheesey water  I am going to regret thisss!"
0,2324262479,Thu Jun 25 02:42:44 PDT 2009,NO_QUERY,x_Charlotteee,@amanda_mcpanda haha but it is! Wakefield haf a nice cup of tea ;) i miss you 
4,1962781438,Fri May 29 11:39:13 PDT 2009,NO_QUERY,pixiexlee,s dancing round the kitchen in an attempt to be part of paramore hah 
4,1989514757,Mon Jun 01 01:49:53 PDT 2009,NO_QUERY,Jackzy,Sooo twofaced 
0,1693020792,Sun May 03 21:21:24 PDT 2009,NO_QUERY,Geekwife,@RaiscaraAvalon Really?!?!? No one I know ever knows what I'm talking about!  I wish it was on Netflix instant. 
0,2070808966,Sun Jun 07 18:20:00 PDT 2009,NO_QUERY,marriemartins,@xxxxposerxxxx eeeew!  i don't like.
